Latitude,Longitude,Midpoint Elevation (ft),Lithology
47.79483341,-122.5070862,-12.7,Sand
47.79483341,-122.5070862,-20.7,Silty sand
47.79483341,-122.5070862,-27.7,Silty sand
47.79483341,-122.5070862,-39.2,Silt
47.79494578,-122.5119083,14.2,Fill
47.79494578,-122.5119083,9.7,Peat
47.79494578,-122.5119083,7.199999999999999,Silty sand
47.79494578,-122.5119083,4.199999999999999,Silty sand
47.79494578,-122.5119083,-0.05000000000000071,Silty sand
47.79494578,-122.5119083,-9.55,Silty sand
47.79493835,-122.5120634,12.05,Fill
47.79493835,-122.5120634,5.050000000000001,Sand
47.79493835,-122.5120634,-6.699999999999999,Silty sand
47.46887147,-122.6311637,200.8,Fill
47.46887147,-122.6311637,192.05,Silty sand
47.46887147,-122.6311637,184.3,Silty sand
47.46887147,-122.6311637,178.55,Silty sand
47.46887044,-122.6309081,201.05,Silty sand
47.46887044,-122.6309081,196.55,Sand
47.46887044,-122.6309081,190.3,Silty sand
47.46864613,-122.631093,199.35,Fill
47.46864613,-122.631093,196.1,Gravelly sand
47.46864613,-122.631093,191.85,Sand
47.46864613,-122.631093,186.35,Silty sand
47.46864613,-122.631093,182.1,Silty sand
47.46889595,-122.6314905,198.6,Fill
47.46889595,-122.6314905,193.1,Fill
47.46889595,-122.6314905,186.6,Sand
47.46889595,-122.6314905,181.85,Peat
47.46889595,-122.6314905,175.35,Silty sand
47.46889595,-122.6314905,167.35,Silty sand
47.46889595,-122.6314905,163.1,Sand
47.46850556,-122.6313851,197.94999997600002,Fill
47.46850556,-122.6313851,192.05,Fill
47.46850556,-122.6313851,185.3,Sand
47.46850556,-122.6313851,173.3,Sand
46.24427315,-122.7706265,952.5,Clay
46.24427315,-122.7706265,944.25,Silt
46.24427315,-122.7706265,939.5,Sandy silt
46.24414923,-122.7700345,966.75,Silty clay
46.24414923,-122.7700345,962.75,Sandy silt
46.24414923,-122.7700345,957.0,Sandy silt
46.24414923,-122.7700345,949.25,Sandy silt
46.24414923,-122.7700345,945.75,Volcanic bedrock
46.24427433,-122.7694939,975.75,Silty clay
46.24427433,-122.7694939,968.0,Sandy silt
46.24461097,-122.7701669,962.75,Silty clay
46.24453454,-122.7711316,948.75,Silty clay
46.24453454,-122.7711316,943.5,Clayey silt
46.24435382,-122.7712374,946.75,Silty clay
46.24435382,-122.7712374,939.75,Clayey silt
46.24376833,-122.7694317,976.75,Silty clay
46.24376833,-122.7694317,965.0,Silt
46.24435514,-122.7718862,933.75,Silty clay
46.24408861,-122.7716383,938.875,Silty clay
46.24408861,-122.7716383,927.25,Sandy silt
46.24408861,-122.7716383,918.0,Sandy silt
46.25016607,-122.7622034,861.0,Silty clay
46.25016607,-122.7622034,855.69999981,Silty clay
46.24074771,-122.7692412,1019.0,Silty clay
46.24074771,-122.7692412,1012.0,Silty clay
46.24074771,-122.7692412,1006.5,Silty clay
46.24074771,-122.7692412,1001.0,Silty clay
46.24074771,-122.7692412,997.35000038,Peat
46.24074771,-122.7692412,991.25,Clayey silt
46.24456448,-122.7812894,909.75,Silty clay
46.24456448,-122.7812894,894.0,Clayey silt
46.24374237,-122.7723996,941.30000019,Silty clay
46.2461141,-122.759029,961.0,Clayey silt
46.2461141,-122.759029,955.25,Clayey silt
47.99418744,-119.6476297,871.05,Gravel
47.99418744,-119.6476297,864.8,Sand
47.99418744,-119.6476297,814.55,Gravel
47.99388371,-119.6465934,887.35,Gravel
47.46032305,-120.2919171,1091.5,Silty sand
47.46000858,-120.2917218,1100.0,Sand
47.46000858,-120.2917218,1094.5,Silty sand
47.45968702,-120.2915546,1096.5,Silty sand
47.4586228,-120.2912851,1103.0,Silty sand
47.85006871,-121.9965725,47.9,Silty sand
47.84879943,-121.9962715,102.1,Silty sand
47.84891064,-121.996508,96.0,Silty sand
47.84901146,-121.9962528,72.1,Silty sand
47.45614089,-120.2913614,1063.6,Silty sand
47.45571969,-120.2913631,1065.5,Silty sand
47.45571969,-120.2913631,1061.25,Sand
47.45540515,-120.2911327,1066.45,Sand
47.45511231,-120.2910602,1070.8,Silty sand
48.41595141,-122.3337261,16.65,Silty sand
48.41595141,-122.3337261,11.65,Sand
48.41595141,-122.3337261,7.1499999999999995,Sand
48.41595141,-122.3337261,-1.9750000000000014,Sand
48.41595141,-122.3337261,-12.975,Peat
48.41595141,-122.3337261,-17.225,Silty sand
48.41595141,-122.3337261,-22.1,Silty clay
48.41595141,-122.3337261,-27.6,Sand
48.41595141,-122.3337261,-39.85,Sand
48.41595141,-122.3337261,-55.1,Sand
48.41573468,-122.3343564,18.5,Silty sand
48.41573468,-122.3343564,16.25,Sandy silt
48.41573468,-122.3343564,13.0,Peat
48.41573468,-122.3343564,7.0,Silty sand
48.41573468,-122.3343564,1.0,Sand
48.41573468,-122.3343564,-2.875,Silt
48.41573468,-122.3343564,-8.75,Sandy silt
48.41573468,-122.3343564,-12.375,Silty clay
48.41573468,-122.3343564,-17.25,Sandy silt
48.41573468,-122.3343564,-26.25,Silty sand
48.41573468,-122.3343564,-32.75,Sand
48.41624976,-122.3342779,19.3,Sandy silt
48.41624976,-122.3342779,16.425,Silty sand
48.41624976,-122.3342779,6.800000000000001,Sand
48.41624976,-122.3342779,-3.8249999999999993,Sand
48.41624976,-122.3342779,-14.825,Silty sand
48.41624976,-122.3342779,-21.95,Peat
48.41624976,-122.3342779,-25.7,Sandy silt
48.41655988,-122.3347605,22.7,Fill
48.41655988,-122.3347605,18.45,Silt
48.41655988,-122.3347605,5.824999999999999,Sand
48.41655988,-122.3347605,-5.050000000000001,Peat
48.41655988,-122.3347605,-10.175,Peat
48.41655988,-122.3347605,-15.175,Silty clay
48.41655988,-122.3347605,-21.3,Silty sand
48.41655988,-122.3347605,-28.425,Silty sand
48.41674883,-122.3336199,21.25,Sand
48.41674883,-122.3336199,16.75,Silty sand
48.41674883,-122.3336199,6.5,Sand
48.41674883,-122.3336199,-1.5,Silt
48.41674883,-122.3336199,-7.0,Silty sand
48.41674883,-122.3336199,-11.5,Sand
48.41674883,-122.3336199,-19.75,Silty sand
48.41674883,-122.3336199,-26.5,Silty sand
48.39486284,-122.3350573,9.05,Silty sand
48.39486284,-122.3350573,5.300000000000001,Silty sand
48.39486284,-122.3350573,-0.1999999999999993,Silty sand
48.39486284,-122.3350573,-8.45,Sand
48.39486284,-122.3350573,-17.95,Silt
48.39486284,-122.3350573,-29.450000000000003,Silty sand
48.39439064,-122.3349014,10.1,Silty sand
48.39439064,-122.3349014,4.85,Sand
48.39439064,-122.3349014,-0.40000000000000036,Silty sand
48.39439064,-122.3349014,-8.15,Sand
48.39439064,-122.3349014,-18.15,Silty sand
48.39439064,-122.3349014,-29.65,Sand
48.39394987,-122.3343288,9.75,Silty sand
48.39394987,-122.3343288,1.25,Sand
48.39394987,-122.3343288,-6.75,Silty sand
48.39394987,-122.3343288,-11.5,Sand
48.39394987,-122.3343288,-15.25,Silty sand
48.39429426,-122.3337514,10.0,Silty sand
48.39429426,-122.3337514,-3.5,Sand
48.39429426,-122.3337514,-18.75,Silty sand
48.39429426,-122.3337514,-29.5,Sand
48.39429426,-122.3337514,-51.25,Sand
46.9021509,-123.0164483,155.85,Gravel
46.9021509,-123.0164483,150.85,Sand
46.90259439,-123.0157697,158.3999999985,Silty sand
46.90259439,-123.0157697,153.5,Gravel
46.90259439,-123.0157697,149.25,Sandy silt
46.9029636,-123.0157651,159.574999994,Silty sand
46.9029636,-123.0157651,154.1,Sand
46.9029636,-123.0157651,150.85,Sandy silt
47.53121098,-122.3139842,9.5,Fill
47.53121098,-122.3139842,2.75,Silty sand
47.53121098,-122.3139842,-2.0,Sand
47.25290153,-122.2420861,68.55,Fill
47.25290153,-122.2420861,66.05,Silt
47.25290153,-122.2420861,63.3,Peat
47.25290153,-122.2420861,58.3,Sand
47.25290153,-122.2420861,53.3,Silt
47.25290153,-122.2420861,51.05,Sandy silt
47.25290153,-122.2420861,44.55,Sand
47.25345117,-122.2395692,67.7,Silt
47.25345117,-122.2395692,65.45,Silty sand
47.25345117,-122.2395692,61.45,Silt
47.25345117,-122.2395692,57.2,Silt
47.25345117,-122.2395692,52.2,Sand
47.25345117,-122.2395692,44.2,Sand
47.25345117,-122.2395692,40.45,Sandy silt
47.25430449,-122.2390199,70.5,Silt
47.25430449,-122.2390199,67.75,Silt
47.25430449,-122.2390199,64.75,Sand
47.25430449,-122.2390199,62.25,Silt
47.25430449,-122.2390199,56.0,Silty sand
47.25430449,-122.2390199,42.75,Silty sand
47.25430449,-122.2390199,27.0,Silty sand
47.25430449,-122.2390199,18.0,Silt
47.25430449,-122.2390199,11.0,Sand
47.25430449,-122.2390199,7.75,Silty sand
47.25527038,-122.2381072,70.25,Sand
47.25527038,-122.2381072,66.5,Sand
47.25527038,-122.2381072,63.0,Silty sand
47.25527038,-122.2381072,61.0,Silt
47.25527038,-122.2381072,57.0,Silt
47.25527038,-122.2381072,48.75,Sand
47.25620435,-122.2377353,73.65,Silt
47.25620435,-122.2377353,70.65,Silty sand
47.25620435,-122.2377353,65.65,Sandy silt
47.25620435,-122.2377353,61.150000000000006,Silt
47.25620435,-122.2377353,54.400000000000006,Silty sand
47.25620435,-122.2377353,49.400000000000006,Silt
47.25620435,-122.2377353,44.400000000000006,Sand
47.25620435,-122.2377353,34.400000000000006,Silty sand
47.25620435,-122.2377353,23.90000000000001,Sandy silt
47.25620435,-122.2377353,17.650000000000006,Sand
47.2564102,-122.2351196,74.1,Sand
47.2564102,-122.2351196,68.1,Sand
47.2564102,-122.2351196,63.099999999999994,Sand
47.2564102,-122.2351196,60.599999999999994,Silty sand
47.2564102,-122.2351196,58.599999999999994,Silt
47.2564102,-122.2351196,55.849999999999994,Silt
47.2564102,-122.2351196,49.599999999999994,Silty sand
47.2564102,-122.2351196,45.099999999999994,Silty sand
47.2564102,-122.2351196,41.099999999999994,Silt
47.2564102,-122.2351196,28.599999999999994,Silty sand
47.2564102,-122.2351196,15.099999999999994,Sand
47.2564102,-122.2351196,11.349999999999994,Silty sand
47.25795036,-122.2348023,76.8,Silty sand
47.25795036,-122.2348023,72.8,Sandy silt
47.25795036,-122.2348023,68.55,Sand
47.25795036,-122.2348023,66.55,Sandy silt
47.25795036,-122.2348023,62.3,Sand
47.25795036,-122.2348023,59.05,Peat
47.25795036,-122.2348023,54.8,Peat
47.25795036,-122.2348023,34.8,Sand
47.25961434,-122.2333699,79.2,Silt
47.25961434,-122.2333699,75.95,Sand
47.25961434,-122.2333699,73.95,Sandy silt
47.25961434,-122.2333699,72.2,Sand
47.25961434,-122.2333699,67.2,Sand
47.25961434,-122.2333699,63.2,Silt
47.25961434,-122.2333699,60.95,Sandy silt
47.25961434,-122.2333699,58.95,Sand
47.25961434,-122.2333699,55.7,Silty sand
47.25961434,-122.2333699,50.7,Sand
47.25961434,-122.2333699,45.7,Silt
47.25961434,-122.2333699,37.7,Sand
47.25961434,-122.2333699,29.200000000000003,Sandy silt
47.25961434,-122.2333699,23.700000000000003,Sand
47.2610112,-122.2314918,76.2,Sand
47.2610112,-122.2314918,71.2,Peat
47.2610112,-122.2314918,66.7,Sand
47.2610112,-122.2314918,63.7,Silt
47.2610112,-122.2314918,61.7,Silty sand
47.2610112,-122.2314918,52.2,Silty sand
47.2610112,-122.2314918,36.7,Sand
47.2610112,-122.2314918,23.450000000000003,Silt
47.25340855,-122.2416131,68.2,Fill
47.25340855,-122.2416131,64.2,Fill
47.25340855,-122.2416131,57.2,Sandy silt
47.25340855,-122.2416131,50.45,Sandy silt
47.25340855,-122.2416131,39.7,Sand
47.25340855,-122.2416131,32.2,Sandy silt
47.25340855,-122.2416131,27.200000000000003,Sand
47.25340855,-122.2416131,24.200000000000003,Sandy silt
47.25340855,-122.2416131,13.700000000000003,Sand
47.25340855,-122.2416131,1.4500000000000028,Silty sand
47.60512532,-122.3151259,248.599999994,Fill
47.60512532,-122.3151259,245.25,Sandy silt
47.60512532,-122.3151259,241.25,Clayey silt
47.60464481,-122.3154897,244.3,Fill
47.60464481,-122.3154897,235.8,Fill
47.60464481,-122.3154897,228.3,Sandy silt
47.60464481,-122.3154897,223.05,Sand
47.60511912,-122.3144535,239.075,Fill
47.60511912,-122.3144535,231.45,Sand
47.60447788,-122.3143631,234.675,Fill
47.60447788,-122.3143631,231.55,Sandy silt
47.60447788,-122.3143631,227.3,Sandy silt
47.60447788,-122.3143631,221.8,Clayey silt
47.60447788,-122.3143631,216.8,Gravel
47.6041276,-122.3160507,234.725,Fill
47.6041276,-122.3160507,230.6,Fill
47.6041276,-122.3160507,225.85,Sandy silt
47.6041276,-122.3160507,221.1,Clayey silt
47.6041276,-122.3160507,214.85,Sand
47.6041276,-122.3160507,194.6,Sandy silt
47.6041276,-122.3160507,184.85,Sandy silt
47.60407045,-122.3151355,229.199999994,Fill
47.60407045,-122.3151355,223.85,Fill
47.60407045,-122.3151355,219.85,Fill
47.60407045,-122.3151355,211.85,Clayey silt
47.60407045,-122.3151355,201.6,Sand
47.60407045,-122.3151355,187.6,Silt
47.60407045,-122.3151355,181.35,Clayey silt
47.6036153,-122.315391,217.149999994,Fill
47.6036153,-122.315391,213.8,Silty sand
47.6036153,-122.315391,207.8,Sand
47.6036153,-122.315391,191.3,Silty sand
47.6036153,-122.315391,171.8,Silty clay
47.78030179,-122.7916304,67.55,Sandy silt
47.78030179,-122.7916304,53.05,Clay
47.78044092,-122.7914541,88.4,Silty sand
47.78044092,-122.7914541,67.65,Clay
47.78040403,-122.7916602,58.25,Silt
47.68648013,-122.9012697,17.9,Fill
47.68648013,-122.9012697,12.4,Silt
47.68648013,-122.9012697,6.8999999999999995,Gravel
47.68648013,-122.9012697,0.3999999999999986,Silt
47.6864425,-122.9011677,18.2,Fill
47.6864425,-122.9011677,12.2,Silty sand
47.6864425,-122.9011677,6.699999999999999,Silt
47.6864425,-122.9011677,0.6999999999999993,Silt
48.08131111,-122.8849908,190.45,Gravelly sand
48.08131111,-122.8849908,165.7,Sand
48.08131111,-122.8849908,152.650000765,Sand
48.08006116,-122.8872429,59.599999999999994,Sand
48.08006116,-122.8872429,39.099999999999994,Sand
48.08006116,-122.8872429,20.849999999999994,Sand
48.08062709,-122.8875029,5.550000000000001,Sand
48.08062709,-122.8875029,-3.6999999999999993,Gravelly sand
48.07735895,-122.8911554,0.025000000000000355,Sand
48.07806766,-122.8862579,7.9,Fill
48.07806766,-122.8862579,-2.5999999999999996,Gravelly sand
47.98659314,-122.7613927,480.599999994,Clayey sand
46.15373586,-122.9940839,241.15,Silty clay
46.15373586,-122.9940839,227.65,Clayey silt
46.18536525,-123.0034205,374.0,Topsoil / vegetation
46.18536525,-123.0034205,372.75,Fill
46.18536525,-123.0034205,371.25,Silt
46.18539735,-123.0034769,373.45,Fill
46.18539735,-123.0034769,371.45,Silt
47.21587767,-123.1285851,183.7,Sandy gravel
47.21596127,-123.1289405,176.225,Sandy gravel
47.21592705,-123.1302372,169.65,Sandy gravel
47.21094513,-123.1285082,71.6,Gravelly sand
47.21094513,-123.1285082,67.1,Sandy gravel
47.21094513,-123.1285082,62.099999999999994,Sand
47.21094513,-123.1285082,55.599999999999994,Sand
47.21094513,-123.1285082,46.599999999999994,Sand
47.21094513,-123.1285082,37.599999999999994,Sand
47.21094513,-123.1285082,31.09999999999999,Silt
47.21079099,-123.128899,67.4,Sandy gravel
47.21079099,-123.128899,61.400000000000006,Sand
47.21079099,-123.128899,53.400000000000006,Sand
47.21079099,-123.128899,47.400000000000006,Sandy silt
47.21079099,-123.128899,38.900000000000006,Sand
47.21079099,-123.128899,28.900000000000006,Gravelly sand
47.21066679,-123.1284963,58.9,Sandy gravel
47.21066679,-123.1284963,52.9,Sandy gravel
47.21066679,-123.1284963,47.4,Silt
47.21066679,-123.1284963,38.65,Sand
47.21045925,-123.1288793,51.8,Topsoil / vegetation
47.21045925,-123.1288793,47.3,Sandy gravel
47.21045925,-123.1288793,40.8,Sandy gravel
47.21045925,-123.1288793,25.299999999999997,Sand
47.21045925,-123.1288793,6.799999999999996,Gravelly sand
47.21040379,-123.1286477,50.2,Sandy gravel
47.21040379,-123.1286477,46.7,Silty sand
47.21040379,-123.1286477,43.2,Sandy gravel
47.21040379,-123.1286477,29.200000000000003,Silty sand
47.21040379,-123.1286477,14.200000000000003,Gravelly sand
47.21040379,-123.1286477,4.200000000000003,Sandy silt
47.21040379,-123.1286477,-13.799999999999997,Sandy gravel
47.21062334,-123.1286794,58.5,Silty sand
47.21062334,-123.1286794,51.0,Silty sand
47.21062334,-123.1286794,45.0,Silty sand
47.21062334,-123.1286794,32.5,Silty sand
47.21062334,-123.1286794,5.0,Sandy gravel
47.21062334,-123.1286794,-11.0,Silty sand
47.21092067,-123.1287464,77.1,Sandy gravel
47.21092067,-123.1287464,67.1,Silty sand
47.21092067,-123.1287464,51.099999999999994,Silty sand
47.21092067,-123.1287464,28.599999999999994,Sandy gravel
47.21092067,-123.1287464,12.099999999999994,Silty sand
47.21092067,-123.1287464,2.0999999999999943,Silt
47.21114339,-123.1287433,100.3,Silty sand
47.21114339,-123.1287433,87.3,Silty sand
47.21114339,-123.1287433,79.3,Sandy silt
47.21114339,-123.1287433,64.8,Silty sand
47.21114339,-123.1287433,43.3,Sandy gravel
47.21114339,-123.1287433,28.299999999999997,Silty sand
47.23060659,-123.1278717,242.35,Sandy gravel
47.23060659,-123.1278717,237.1,Sandy gravel
47.23060659,-123.1278717,229.1,Gravelly sand
47.23115224,-123.128912,247.95,Sandy gravel
47.23115224,-123.128912,238.7,Gravelly sand
47.23216974,-123.1286417,232.9,Gravelly sand
47.23216974,-123.1286417,225.4,Sandy gravel
47.23216974,-123.1286417,216.9,Silty sand
47.23201546,-123.1306346,239.6,Gravelly sand
47.23201546,-123.1306346,232.1,Sandy gravel
47.22969797,-123.1294809,221.7,Gravelly sand
47.23122907,-123.1279288,248.6,Sandy gravel
47.23122907,-123.1279288,240.1,Gravelly sand
47.23122907,-123.1279288,228.85,Gravelly sand
47.86349481,-122.0098622,19.85,Sand
47.86349481,-122.0098622,12.600000000000001,Sand
47.86360755,-122.0096733,15.350000000000001,Sand
47.86339477,-122.0100605,22.6,Sand
47.86345722,-122.0096235,24.3,Fill
47.86345722,-122.0096235,16.05,Sand
47.86274107,-122.0311598,25.1,Peat
47.86274107,-122.0311598,10.100000000000001,Sand
47.85054749,-121.9890453,55.2,Sandy silt
47.85054749,-121.9890453,48.7,Gravelly silt
47.85054749,-121.9890453,40.7,Gravel
47.85054749,-121.9890453,37.45,Gravelly sand
47.85048529,-121.9881385,56.45,Sandy silt
47.85048529,-121.9881385,51.2,Sand
47.85048529,-121.9881385,42.95,Gravelly sand
47.85039383,-121.9895416,55.2999999985,Sand
47.85039383,-121.9895416,44.65,Sand
47.85035528,-121.9907284,52.3,Sandy silt
47.85035528,-121.9907284,42.05,Sand
47.85007459,-121.9893276,44.85,Gravelly sand
47.85007459,-121.9893276,37.35,Sandy gravel
47.85019745,-121.988648,56.225,Sandy silt
47.85019745,-121.988648,51.35,Gravelly sand
47.85019745,-121.988648,43.1,Silty sand
47.85019745,-121.988648,37.35,Gravelly sand
47.85018953,-121.9879223,54.75,Sandy gravel
47.85018953,-121.9879223,48.5,Gravelly sand
47.85018953,-121.9879223,40.25,Silty sand
47.85003768,-121.990209,43.25,Silty sand
47.84957025,-121.9890165,56.225,Sandy silt
47.84957025,-121.9890165,47.6,Gravelly sand
47.8494588,-121.9882523,55.5849999935,Silty sand
47.8494588,-121.9882523,45.0,Gravelly sand
47.8494588,-121.9882523,37.75,Gravelly sand
47.84939541,-121.9899661,55.175,Sandy silt
47.84939541,-121.9899661,44.55,Gravelly sand
47.84920532,-121.9892396,55.375,Sandy silt
47.84920532,-121.9892396,50.5,Sand
47.84920532,-121.9892396,43.0,Gravelly sand
47.84920532,-121.9892396,37.25,Gravelly sand
47.849109,-121.9913792,54.475,Sandy silt
47.849109,-121.9913792,47.1,Gravelly sand
47.849109,-121.9913792,38.35,Sandy gravel
47.84873553,-121.9884119,57.4849999935,Sandy silt
47.84873553,-121.9884119,46.9,Gravelly sand
47.84826693,-122.0101844,62.45,Silty sand
47.8480518,-122.0113662,72.1,Silty sand
47.8480518,-122.0113662,50.099999999999994,Sand
47.84788925,-122.0106845,86.0,Silty sand
47.84788925,-122.0106845,74.5,Sandy silt
47.84788925,-122.0106845,63.75,Sandy silt
47.84720003,-121.9959439,125.80000000000001,Fill
47.84720003,-121.9959439,121.3,Silt
47.84720003,-121.9959439,118.3,Silty sand
47.84694643,-121.9970185,123.1,Silt
47.84651345,-121.998945,131.85,Fill
47.84651345,-121.998945,128.85,Silt
47.84651345,-121.998945,125.199999905,Silty sand
47.84605167,-122.0004421,112.55,Fill
47.84605167,-122.0004421,104.8,Silt
47.84545631,-122.0003277,113.8,Fill
47.84545631,-122.0003277,108.3,Silt
47.844626,-121.9998292,121.25,Silt
47.844626,-121.9998292,115.75,Silty sand
47.84416968,-122.0073537,164.85,Topsoil / vegetation
47.84416968,-122.0073537,161.6,Fill
47.84405098,-122.0075834,166.05,Topsoil / vegetation
47.84405098,-122.0075834,162.05,Silty sand
47.8440396,-122.0070469,154.95,Fill
47.8440396,-122.0070469,144.45,Silty sand
47.84398347,-122.007267,164.625,Topsoil / vegetation
47.84398347,-122.007267,161.375,Fill
47.84377867,-122.0080326,167.95,Topsoil / vegetation
47.84377867,-122.0080326,163.95,Silty sand
47.84357245,-122.0077259,166.85,Topsoil / vegetation
47.84357245,-122.0077259,162.85,Silty sand
47.84352402,-122.0073467,165.0,Topsoil / vegetation
47.84352402,-122.0073467,162.25,Fill
47.84343581,-122.0069822,156.6,Fill
47.84343581,-122.0069822,146.1,Silty sand
47.84330835,-122.0084686,164.55,Fill
47.84330835,-122.0084686,156.55,Silty sand
47.84329241,-122.008184,166.25,Topsoil / vegetation
47.8432407,-122.0077052,165.85,Topsoil / vegetation
47.8432407,-122.0077052,160.35,Silty sand
47.84289836,-122.0077972,155.7,Silty sand
47.84257401,-122.008353,157.1,Sand
47.84171363,-122.0078381,164.85,Silt
47.8416444,-122.007774,177.3,Silt
47.8416444,-122.007774,169.55,Silt
47.83146302,-122.0456594,28.200000000000003,Sandy silt
47.83146302,-122.0456594,18.950000000000003,Sandy gravel
47.83146302,-122.0456594,15.450000000000003,Sandy gravel
47.83146302,-122.0456594,12.450000000000005,Sand
47.83146302,-122.0456594,10.700000000000005,Debris
47.83146302,-122.0456594,6.200000000000004,Sandy gravel
47.83146302,-122.0456594,-5.299999999999996,Sandy gravel
47.83146302,-122.0456594,-18.799999999999997,Sandy gravel
47.83146808,-122.0437596,23.1,Silty clay
47.83129546,-122.0481842,7.600000000000001,Sandy gravel
47.83129546,-122.0481842,-8.399999999999999,Sandy gravel
47.83129546,-122.0481842,-13.15,Sandy gravel
47.83129546,-122.0481842,-17.15,Sandy gravel
47.83129546,-122.0481842,-26.65,Sandy gravel
47.83129546,-122.0481842,-37.65,Silty sand
47.83129546,-122.0481842,-49.9,Sandy silt
47.83129546,-122.0481842,-58.900000000000006,Sandy gravel
47.83137366,-122.0468039,26.35,Sandy silt
47.83137366,-122.0468039,14.850000000000001,Sandy gravel
47.83137366,-122.0468039,3.6000000000000005,Sandy gravel
47.83137366,-122.0468039,-8.149999999999999,Sand
47.83137366,-122.0468039,-17.15,Gravel
47.83117054,-122.050072,55.45,Clay
47.8311817,-122.0494447,24.55,Sandy silt
47.8311817,-122.0494447,18.55,Silt
47.8311817,-122.0494447,3.0500000000000007,Sandy gravel
47.8311817,-122.0494447,-9.7,Sandy gravel
47.83125972,-122.0424515,58.900000000000006,Silty sand
47.83125972,-122.0424515,52.400000000000006,Silty sand
47.83125972,-122.0424515,38.650000000000006,Silt
47.83125972,-122.0424515,33.650000000000006,Sandy gravel
47.83125972,-122.0424515,29.15000000000001,Sand
47.83125972,-122.0424515,19.150000000000006,Sandy gravel
47.83095052,-122.0498663,60.900000000000006,Clay
47.83095052,-122.0498663,44.150000000000006,Clayey gravel
47.83013812,-122.0558645,109.2,Silty gravel
47.83013812,-122.0558645,104.7,Sandy gravel
47.82886395,-122.057363,124.9,Silt
47.82886395,-122.057363,114.65,Clayey gravel
47.82881023,-122.0572512,137.7,Silt
47.82881023,-122.0572512,124.44999999999999,Silty sand
47.82876766,-122.0571594,143.8,Silt
47.82876766,-122.0571594,127.80000000000001,Sandy clay
47.82839103,-122.0577082,127.65,Silt
47.82835466,-122.0575799,154.9,Silt
47.82835466,-122.0575799,134.65,Silt
47.82774814,-122.0580936,140.35,Silt
47.8268784,-122.0585006,161.8,Silty sand
47.8268784,-122.0585006,149.05,Sandy silt
47.82600543,-122.0589149,164.25,Sand
47.82467716,-122.0595691,192.1,Silty sand
47.82467716,-122.0595691,188.6,Sandy silt
47.82467716,-122.0595691,183.6,Silty sand
47.82467716,-122.0595691,166.85,Silty sand
47.82388004,-122.0600932,196.9,Silt
47.82388004,-122.0600932,182.9,Silty sand
47.82388004,-122.0600932,173.65,Sandy silt
47.8230891,-122.0606318,207.4,Silty sand
47.8230891,-122.0606318,201.4,Clayey sand
47.8230891,-122.0606318,196.15,Silty sand
47.8230891,-122.0606318,191.15,Clayey sand
47.8230891,-122.0606318,185.65,Silt
47.8230891,-122.0606318,182.4,Silty sand
47.82221489,-122.0612308,214.6,Sand
47.82221489,-122.0612308,208.1,Sandy clay
47.82221489,-122.0612308,202.1,Sand
47.8213406,-122.0618355,222.5,Sand
47.8213406,-122.0618355,218.0,Clay
47.8213406,-122.0618355,211.69999981,Sandy silt
47.82048491,-122.0624278,228.9,Sandy silt
47.82048491,-122.0624278,221.9,Silty sand
47.82048491,-122.0624278,216.9,Sand
47.82048491,-122.0624278,213.65,Sandy silt
47.80360657,-122.1014686,488.249999905,Silty sand
47.76512505,-122.1035797,272.05,Topsoil / vegetation
47.76512505,-122.1035797,267.8,Sandy silt
47.76512505,-122.1035797,263.3,Silty sand
47.76161417,-122.1125322,322.4,Topsoil / vegetation
47.76161417,-122.1125322,317.4,Sandy silt
47.76161417,-122.1125322,312.4,Silty sand
47.76161417,-122.1125322,309.84999981,Silty sand
47.76133852,-122.1130547,321.1,Silty sand
47.76133852,-122.1130547,317.1,Silty sand
47.76133852,-122.1130547,307.1,Sand
47.76134547,-122.1117222,320.375,Asphalt / concrete
47.76134547,-122.1117222,313.0,Sandy silt
47.76134547,-122.1117222,308.0,Sandy silt
47.76134547,-122.1117222,305.44999981,Silty sand
47.76149237,-122.1032501,263.7,Fill
47.76149237,-122.1032501,259.7,Silty sand
47.7615802,-122.1011463,251.4,Fill
47.7615802,-122.1011463,246.4,Silty sand
47.7615802,-122.1011463,241.4,Sand
47.7615802,-122.1011463,236.4,Silty sand
47.7615802,-122.1011463,233.84999980999999,Sandy gravel
47.7616063,-122.0996562,255.45,Fill
47.7616063,-122.0996562,248.2,Gravel
47.7616063,-122.0996562,243.2,Sandy gravel
47.7616063,-122.0996562,240.64999981,Sandy gravel
47.76136692,-122.1008716,253.9,Fill
47.76136692,-122.1008716,250.4,Silty sand
47.76136692,-122.1008716,245.4,Silty sand
47.76136692,-122.1008716,239.9,Sand
47.76136692,-122.1008716,236.84999980999999,Silty sand
47.7612338,-122.0975188,251.35,Fill
47.7612338,-122.0975188,244.1,Silty sand
47.7612338,-122.0975188,239.1,Silty sand
47.7612338,-122.0975188,236.54999981,Silty sand
47.76077136,-122.0962484,256.2,Fill
47.76077136,-122.0962484,251.2,Sand
47.76077136,-122.0962484,246.2,Silty sand
47.76077136,-122.0962484,241.2,Silty sand
47.76077136,-122.0962484,238.64999981,Silty sand
47.7600402,-122.0922029,268.5,Fill
47.7600402,-122.0922029,263.5,Gravel
47.7600402,-122.0922029,258.5,Silty sand
47.7600402,-122.0922029,253.5,Silty sand
