Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,Lithology,USCS,Density / Consistency
1195,47.60924261,-122.3289637,254.1,4,235.1,244.0,3,252.1,229.6,"Gray, silty fine to medium sand with gravel, very compact",Silty sand,SM,Very Dense
1195,47.60924261,-122.3289637,254.1,5,230.1,91.0,3,252.1,229.6,"Gray, silty fine to medium sand with gravel, very compact",Silty sand,SM,Very Dense
1195,47.60924261,-122.3289637,254.1,6,225.1,65.0,4,229.6,224.1,"Gray, fine to coarse sand with gravel, compact, waterbearing",Sand,SP,Very Dense
1196,47.60922758,-122.329397,238.9,1,236.4,27.0,3,236.800000095,234.4,"Mottled brown and gray, silty clayey sand with gravel, moderately compact, weathered",Clayey sand,SC,Dense
1196,47.60922758,-122.329397,238.9,2,233.9,55.0,4,234.4,231.70000019100002,"Gray, silty fine to medium sand with gravel, compact",Silty sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,3,229.9,94.0,5,231.70000019100002,224.9,"Mixture of gray silty sand and gravel, compact",Silty sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,4,224.9,86.0,6,224.9,221.9,"Gray, silty fine to coarse sand with gravel, compact",Silty sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,5,219.9,52.0,7,221.9,203.9,"Gray fine to coarse sand with gravel, layers of silty sand, and occasional organic matter, compact",Sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,6,214.9,88.0,7,221.9,203.9,"Gray fine to coarse sand with gravel, layers of silty sand, and occasional organic matter, compact",Sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,7,209.9,107.0,7,221.9,203.9,"Gray fine to coarse sand with gravel, layers of silty sand, and occasional organic matter, compact",Sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,8,204.9,64.0,7,221.9,203.9,"Gray fine to coarse sand with gravel, layers of silty sand, and occasional organic matter, compact",Sand,SM,Very Dense
1196,47.60922758,-122.329397,238.9,9,199.9,133.0,8,203.9,198.4,"Gray silty clay with layers of sandy silt, clayey silt and fine sand, firm",Silty clay,CL,Hard
1197,47.6053243,-122.3270413,236.1,1,230.1,4.0,2,235.6,229.6,"Brown silty sand with gravel, fill, loose",Silty sand,SM,Very loose
1197,47.6053243,-122.3270413,236.1,2,225.1,8.0,3,229.6,216.1,"Brown gravel in matrix of silty sand, loose to medium dense",Gravel,GW,Loose
1197,47.6053243,-122.3270413,236.1,3,220.1,30.0,3,229.6,216.1,"Brown gravel in matrix of silty sand, loose to medium dense",Gravel,GW,Dense
1197,47.6053243,-122.3270413,236.1,4,215.1,39.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Hard
1197,47.6053243,-122.3270413,236.1,5,210.1,18.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Very stiff
1197,47.6053243,-122.3270413,236.1,6,205.1,18.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Very stiff
1197,47.6053243,-122.3270413,236.1,7,200.1,18.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Very stiff
1197,47.6053243,-122.3270413,236.1,8,195.1,17.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Very stiff
1197,47.6053243,-122.3270413,236.1,9,190.1,18.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Very stiff
1197,47.6053243,-122.3270413,236.1,10,186.1,15.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Stiff
1197,47.6053243,-122.3270413,236.1,11,181.1,14.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Stiff
1197,47.6053243,-122.3270413,236.1,12,176.1,34.0,4,216.1,173.1,"Gray silty clay with occasional lenses of very fine sand, very stiff to hard",Silty clay,CL,Hard
1197,47.6053243,-122.3270413,236.1,13,171.1,25.0,5,173.1,154.1,"Gray silty sand with some gravel, dense",Silty sand,SM,Dense
1197,47.6053243,-122.3270413,236.1,14,166.1,44.0,5,173.1,154.1,"Gray silty sand with some gravel, dense",Silty sand,SM,Dense
1197,47.6053243,-122.3270413,236.1,15,155.1,66.0,5,173.1,154.1,"Gray silty sand with some gravel, dense",Silty sand,SM,Very Dense
1197,47.6053243,-122.3270413,236.1,16,150.1,65.0,6,154.1,148.1,"Gray fine to medium sand ,dense",Sand,SW,Very Dense
1197,47.6053243,-122.3270413,236.1,17,147.1,71.0,7,148.1,135.1,"Gray sandy silt with some gravel, very dense",Sandy silt,ML,Hard
1197,47.6053243,-122.3270413,236.1,18,140.1,57.0,7,148.1,135.1,"Gray sandy silt with some gravel, very dense",Sandy silt,ML,Hard
1215,47.53670608,-122.342826,274.9,1,267.4,56.0,2,270.70000019099996,246.89999999999998,"Very dense, moist, gray to brown, slightly silty to silty, slightly gravelly sand",Sand,SW,Very Dense
1216,47.54915008,-122.3259048,19.4,1,16.9,7.0,1,19.4,13.399999999999999,"Gray sandy silt, low to medium plasticity, very moist, medium-stiff",Sandy silt,ML,Medium Stiff
1216,47.54915008,-122.3259048,19.4,2,11.899999999999999,6.0,2,13.399999999999999,8.399999999999999,"Black silty sand, medium grained, moist, loose",Silty sand,SM,Loose
1216,47.54915008,-122.3259048,19.4,3,6.899999999999999,8.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Loose
1216,47.54915008,-122.3259048,19.4,4,1.8999999999999986,6.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Loose
1216,47.54915008,-122.3259048,19.4,5,-3.1000000000000014,7.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Loose
1216,47.54915008,-122.3259048,19.4,6,-8.100000000000001,41.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Dense
1216,47.54915008,-122.3259048,19.4,7,-13.100000000000001,29.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Dense
1216,47.54915008,-122.3259048,19.4,8,-18.1,15.0,3,8.399999999999999,-21.6,"Black sand, medium grained, saturated, loose",Sand,SW,Medium Dense
1216,47.54915008,-122.3259048,19.4,9,-23.1,3.0,4,-21.6,-26.6,"Dark gray, very sandy silt, low plasticity, saturated, loose",Sandy silt,ML,Soft
1216,47.54915008,-122.3259048,19.4,10,-28.1,17.0,5,-26.6,-34.6,"Black silty sand, medium-grained, saturated, medium-dense",Silty sand,SM,Medium Dense
1216,47.54915008,-122.3259048,19.4,11,-33.1,23.0,5,-26.6,-34.6,"Black silty sand, medium-grained, saturated, medium-dense",Silty sand,SM,Medium Dense
1217,47.55259441,-122.3281571,19.0,1,16.5,38.0,3,18.0,15.0,"Mottled brown and gray, silty, very fine sand and sandy silt with organic matter, medium dense",Fill,Fill,
1217,47.55259441,-122.3281571,19.0,2,13.0,27.0,4,15.0,12.0,"Gray fine sand with occasional lenses of silty sand, medium dense",Sand,SM,Dense
1217,47.55259441,-122.3281571,19.0,3,8.0,39.0,5,12.0,-3.5,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,4,3.0,44.0,5,12.0,-3.5,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,5,-2.0,58.0,5,12.0,-3.5,"Gray, fine to medium sand, medium dense",Sand,SW,Very Dense
1217,47.55259441,-122.3281571,19.0,6,-7.0,36.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,7,-12.0,45.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,8,-17.0,55.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Very Dense
1217,47.55259441,-122.3281571,19.0,9,-22.0,37.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,10,-27.0,35.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,11,-32.0,47.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,12,-37.0,39.0,6,-3.5,-38.5,"Gray fine sand with lenses of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,13,-42.0,26.0,7,-38.5,-45.0,"Dark gray, silty fine sand with layers of organic matter, loose to medium dense",Silty sand,SM,Dense
1217,47.55259441,-122.3281571,19.0,14,-47.0,100.0,8,-45.0,-48.0,"Gray, slightly silty fine to medium sand, medium dense",Sand,SW,Very Dense
1217,47.55259441,-122.3281571,19.0,15,-52.0,36.0,9,-48.0,-54.5,"Gray, silty fine sand with layers of sandy silt, medium dense",Silty sand,SM,Dense
1217,47.55259441,-122.3281571,19.0,16,-57.0,54.0,10,-54.5,-70.0,"Gray fine sand with layers of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Very Dense
1217,47.55259441,-122.3281571,19.0,17,-62.0,48.0,10,-54.5,-70.0,"Gray fine sand with layers of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,18,-67.0,44.0,10,-54.5,-70.0,"Gray fine sand with layers of silty fine sand and a trace of organic matter, medium dense",Sand,SW,Dense
1217,47.55259441,-122.3281571,19.0,19,-72.0,69.0,11,-70.0,-82.0,"Gray fine sand, medium dense to dense, grades with layers of silty fine sand",Sand,SW,Very Dense
1217,47.55259441,-122.3281571,19.0,20,-77.0,33.0,11,-70.0,-82.0,"Gray fine sand, medium dense to dense, grades with layers of silty fine sand",Sand,SW,Dense
1218,47.55203005,-122.3270766,20.6,1,18.1,51.0,3,19.6,16.6,"Brown, slightly silty fine sand, medium dense",Fill,Fill,
1218,47.55203005,-122.3270766,20.6,2,14.600000000000001,21.0,4,16.6,11.600000000000001,"Mottled brown and gray, silty sand and sandy silt with organic matter, loose",Fill,Fill,
1218,47.55203005,-122.3270766,20.6,3,9.600000000000001,25.0,5,11.600000000000001,-15.399999999999999,"Gray, fine to medium sand, loose",Sand,SP,Dense
1218,47.55203005,-122.3270766,20.6,4,4.600000000000001,44.0,5,11.600000000000001,-15.399999999999999,"Gray, fine to medium sand, loose",Sand,SP,Dense
1218,47.55203005,-122.3270766,20.6,5,-0.3999999999999986,61.0,5,11.600000000000001,-15.399999999999999,"Gray, fine to medium sand, loose",Sand,SP,Very Dense
1218,47.55203005,-122.3270766,20.6,6,-5.399999999999999,57.0,5,11.600000000000001,-15.399999999999999,"Gray, fine to medium sand, loose",Sand,SP,Very Dense
1218,47.55203005,-122.3270766,20.6,7,-10.399999999999999,59.0,5,11.600000000000001,-15.399999999999999,"Gray, fine to medium sand, loose",Sand,SP,Very Dense
1218,47.55203005,-122.3270766,20.6,8,-15.399999999999999,91.0,6,-15.399999999999999,-38.4,"Gray, fine sand with a trace of organic matter and sandy silt, medium dense to dense",Sand,SW,Very Dense
1218,47.55203005,-122.3270766,20.6,9,-20.4,47.0,6,-15.399999999999999,-38.4,"Gray, fine sand with a trace of organic matter and sandy silt, medium dense to dense",Sand,SW,Dense
1218,47.55203005,-122.3270766,20.6,10,-25.4,70.0,6,-15.399999999999999,-38.4,"Gray, fine sand with a trace of organic matter and sandy silt, medium dense to dense",Sand,SW,Very Dense
1218,47.55203005,-122.3270766,20.6,11,-30.4,137.0,6,-15.399999999999999,-38.4,"Gray, fine sand with a trace of organic matter and sandy silt, medium dense to dense",Sand,SW,Very Dense
1218,47.55203005,-122.3270766,20.6,12,-35.4,76.0,6,-15.399999999999999,-38.4,"Gray, fine sand with a trace of organic matter and sandy silt, medium dense to dense",Sand,SW,Very Dense
1218,47.55203005,-122.3270766,20.6,13,-40.4,15.0,7,-38.4,-41.4,"Gray sandy silt and silty fine sand, medium stiff and medium dense",Sandy silt,ML,Stiff
1218,47.55203005,-122.3270766,20.6,14,-45.4,34.0,8,-41.4,-47.4,"Gray silty fine sand and sandy silt, medium dense and medium stiff",Silty sand,SM,Dense
1218,47.55203005,-122.3270766,20.6,15,-50.4,88.0,9,-47.4,-56.4,"Gray, fine to medium sand with lenses of silty fine sand, medium dense to dense",Sand,SW,Very Dense
1218,47.55203005,-122.3270766,20.6,16,-55.4,66.0,9,-47.4,-56.4,"Gray, fine to medium sand with lenses of silty fine sand, medium dense to dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,1,17.0,17.0,3,18.5,12.0,"Brown, slightly silty fine sand, loose",Fill,Fill,
1219,47.55204547,-122.328191,19.5,2,13.5,11.0,3,18.5,12.0,"Brown, slightly silty fine sand, loose",Fill,Fill,
1219,47.55204547,-122.328191,19.5,3,8.5,44.0,4,12.0,-8.0,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1219,47.55204547,-122.328191,19.5,4,3.5,39.0,4,12.0,-8.0,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1219,47.55204547,-122.328191,19.5,5,-1.5,44.0,4,12.0,-8.0,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1219,47.55204547,-122.328191,19.5,6,-6.5,28.0,4,12.0,-8.0,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1219,47.55204547,-122.328191,19.5,7,-11.5,71.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,8,-16.5,47.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Dense
1219,47.55204547,-122.328191,19.5,9,-21.5,112.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,10,-26.5,24.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Medium Dense
1219,47.55204547,-122.328191,19.5,11,-31.5,58.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,12,-36.5,71.0,5,-8.0,-38.0,"Gray fine sand, medium dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,13,-41.5,111.0,6,-38.0,-57.5,"Gray fine sand with occasional lenses of fine to medium sand, dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,14,-46.5,77.0,6,-38.0,-57.5,"Gray fine sand with occasional lenses of fine to medium sand, dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,15,-51.5,145.0,6,-38.0,-57.5,"Gray fine sand with occasional lenses of fine to medium sand, dense",Sand,SW,Very Dense
1219,47.55204547,-122.328191,19.5,16,-56.5,172.0,6,-38.0,-57.5,"Gray fine sand with occasional lenses of fine to medium sand, dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,1,17.7,18.0,3,19.2,12.7,"Mottled brown and gray, silty fine sand and sandy silt with a trace of organic matter, loose and medium stiff",Fill,Fill,
1220,47.55251067,-122.3270283,20.2,2,14.2,9.0,3,19.2,12.7,"Mottled brown and gray, silty fine sand and sandy silt with a trace of organic matter, loose and medium stiff",Fill,Fill,
1220,47.55251067,-122.3270283,20.2,3,9.2,33.0,4,12.7,-6.800000000000001,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1220,47.55251067,-122.3270283,20.2,4,4.199999999999999,35.0,4,12.7,-6.800000000000001,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1220,47.55251067,-122.3270283,20.2,5,-0.8000000000000007,63.0,4,12.7,-6.800000000000001,"Gray, fine to medium sand, medium dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,6,-5.800000000000001,45.0,4,12.7,-6.800000000000001,"Gray, fine to medium sand, medium dense",Sand,SW,Dense
1220,47.55251067,-122.3270283,20.2,7,-10.8,34.0,5,-6.800000000000001,-32.8,"Gray, silty fine sand with layers of fine sand and a trace of organic matter, medium dense",Silty sand,SM,Dense
1220,47.55251067,-122.3270283,20.2,8,-15.8,34.0,5,-6.800000000000001,-32.8,"Gray, silty fine sand with layers of fine sand and a trace of organic matter, medium dense",Silty sand,SM,Dense
1220,47.55251067,-122.3270283,20.2,9,-20.8,85.0,5,-6.800000000000001,-32.8,"Gray, silty fine sand with layers of fine sand and a trace of organic matter, medium dense",Silty sand,SM,Very Dense
1220,47.55251067,-122.3270283,20.2,10,-25.8,56.0,5,-6.800000000000001,-32.8,"Gray, silty fine sand with layers of fine sand and a trace of organic matter, medium dense",Silty sand,SM,Very Dense
1220,47.55251067,-122.3270283,20.2,11,-30.8,64.0,5,-6.800000000000001,-32.8,"Gray, silty fine sand with layers of fine sand and a trace of organic matter, medium dense",Silty sand,SM,Very Dense
1220,47.55251067,-122.3270283,20.2,12,-35.8,104.0,6,-32.8,-42.8,"Gray fine sand, medium dense to dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,13,-40.8,88.0,6,-32.8,-42.8,"Gray fine sand, medium dense to dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,14,-45.8,84.0,7,-42.8,-60.8,"Gray fine sand with occasional layers of silty fine sand and a trace of organic matter, medium dense to dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,15,-50.8,70.0,7,-42.8,-60.8,"Gray fine sand with occasional layers of silty fine sand and a trace of organic matter, medium dense to dense",Sand,SW,Very Dense
1220,47.55251067,-122.3270283,20.2,16,-55.8,41.0,7,-42.8,-60.8,"Gray fine sand with occasional layers of silty fine sand and a trace of organic matter, medium dense to dense",Sand,SW,Dense
1221,47.568289,-122.3280343,18.2,1,15.7,6.0,1,18.2,8.2,"Sandy fill with silt and debris, metal, rubber, plastic, moist to wet, loose",Fill,Fill,
1221,47.568289,-122.3280343,18.2,2,13.2,3.0,1,18.2,8.2,"Sandy fill with silt and debris, metal, rubber, plastic, moist to wet, loose",Fill,Fill,
1221,47.568289,-122.3280343,18.2,3,10.7,4.0,1,18.2,8.2,"Sandy fill with silt and debris, metal, rubber, plastic, moist to wet, loose",Fill,Fill,
1221,47.568289,-122.3280343,18.2,4,8.2,4.0,2,8.2,6.199999999999999,"Gray sand, fine to coarse grained, trace gravel, wood fragments, saturated, very loose",Sand,SP,Very loose
1221,47.568289,-122.3280343,18.2,5,5.699999999999999,2.0,3,6.199999999999999,0.6999999999999993,"Gray clay, plastic, contains thin layers of organics and occasional wood, wet, soft",Clay,CH,Very soft
1221,47.568289,-122.3280343,18.2,6,0.6999999999999993,10.0,4,0.6999999999999993,-3.8000000000000007,"Brown-black-gray silt and silty sand in layers with organics, wet, loose",Silt,ML,Stiff
1221,47.568289,-122.3280343,18.2,7,-4.300000000000001,7.0,5,-3.8000000000000007,-20.8,"Black sand, fine to medium grained, saturated, loose",Sand,SW,Loose
1221,47.568289,-122.3280343,18.2,8,-9.3,19.0,5,-3.8000000000000007,-20.8,"Black sand, fine to medium grained, saturated, loose",Sand,SW,Medium Dense
1221,47.568289,-122.3280343,18.2,9,-14.3,39.0,5,-3.8000000000000007,-20.8,"Black sand, fine to medium grained, saturated, loose",Sand,SW,Dense
1221,47.568289,-122.3280343,18.2,10,-19.3,30.0,5,-3.8000000000000007,-20.8,"Black sand, fine to medium grained, saturated, loose",Sand,SW,Dense
1222,47.56823199,-122.3274732,17.3,1,14.8,5.0,1,17.3,5.300000000000001,"Silty sand fill with debris, metal, wood, moist to wet, loose to medium dense",Silty sand,SM,Loose
1222,47.56823199,-122.3274732,17.3,2,12.3,8.0,1,17.3,5.300000000000001,"Silty sand fill with debris, metal, wood, moist to wet, loose to medium dense",Silty sand,SM,Loose
1222,47.56823199,-122.3274732,17.3,3,9.8,13.0,1,17.3,5.300000000000001,"Silty sand fill with debris, metal, wood, moist to wet, loose to medium dense",Silty sand,SM,Medium Dense
1222,47.56823199,-122.3274732,17.3,4,4.800000000000001,9.0,2,5.300000000000001,1.3000000000000007,"Gray to black silty sand, fine grained, saturated, loose",Silty sand,SM,Loose
1222,47.56823199,-122.3274732,17.3,5,-0.1999999999999993,2.0,3,1.3000000000000007,-3.6999999999999993,"Gray to gray-brown clay with organics, plastic, very wet, very soft",Clay,CH,Very soft
1222,47.56823199,-122.3274732,17.3,6,-5.199999999999999,14.0,4,-3.6999999999999993,-21.7,"Black sand fine to medium grained, occasional organics, saturated, loose to medium dense.",Sand,SW,Medium Dense
1222,47.56823199,-122.3274732,17.3,7,-10.2,8.0,4,-3.6999999999999993,-21.7,"Black sand fine to medium grained, occasional organics, saturated, loose to medium dense.",Sand,SW,Loose
1222,47.56823199,-122.3274732,17.3,8,-15.2,36.0,4,-3.6999999999999993,-21.7,"Black sand fine to medium grained, occasional organics, saturated, loose to medium dense.",Sand,SW,Dense
1222,47.56823199,-122.3274732,17.3,9,-20.2,22.0,4,-3.6999999999999993,-21.7,"Black sand fine to medium grained, occasional organics, saturated, loose to medium dense.",Sand,SW,Medium Dense
1223,47.56857556,-122.3270717,19.7,1,17.2,5.0,1,19.7,7.699999999999999,"Sand fill with wood, metal, debris",Fill,Fill,
1223,47.56857556,-122.3270717,19.7,2,14.7,7.0,1,19.7,7.699999999999999,"Sand fill with wood, metal, debris",Fill,Fill,
1223,47.56857556,-122.3270717,19.7,3,12.2,2.0,1,19.7,7.699999999999999,"Sand fill with wood, metal, debris",Fill,Fill,
1223,47.56857556,-122.3270717,19.7,4,9.7,2.0,1,19.7,7.699999999999999,"Sand fill with wood, metal, debris",Fill,Fill,
1223,47.56857556,-122.3270717,19.7,5,7.199999999999999,5.0,2,7.699999999999999,3.6999999999999993,"Gray clay, plastic, occasional minor organics or wood fragments, wet, medium stiff",Clay,CH,Medium Stiff
1223,47.56857556,-122.3270717,19.7,7,2.1999999999999993,9.0,3,3.6999999999999993,1.6999999999999993,"Gray brown organic silt, wet, medium stiff",Silt,OH,Stiff
1223,47.56857556,-122.3270717,19.7,8,-2.8000000000000007,9.0,4,1.6999999999999993,-19.3,"Black sand with thin silt layers, fine sand, saturated, loose to medium dense",Sand,SW,Loose
1223,47.56857556,-122.3270717,19.7,9,-7.800000000000001,18.0,4,1.6999999999999993,-19.3,"Black sand with thin silt layers, fine sand, saturated, loose to medium dense",Sand,SW,Medium Dense
1223,47.56857556,-122.3270717,19.7,10,-12.8,36.0,4,1.6999999999999993,-19.3,"Black sand with thin silt layers, fine sand, saturated, loose to medium dense",Sand,SW,Dense
1223,47.56857556,-122.3270717,19.7,11,-17.8,34.0,4,1.6999999999999993,-19.3,"Black sand with thin silt layers, fine sand, saturated, loose to medium dense",Sand,SW,Dense
1227,47.57082331,-122.326942,19.3,1,16.8,9.0,3,18.3,16.3,"Brown silty sand, fine to medium grained, wet, medium dense",Fill,Fill,
1227,47.57082331,-122.326942,19.3,2,11.8,4.0,5,11.8,11.3,Piece of wood,Topsoil / vegetation,Topsoil or vegetation,
1227,47.57082331,-122.326942,19.3,3,6.800000000000001,1.0,6,11.3,1.3000000000000007,"Gray silt, very wet to saturated, soft",Silt,ML,Very soft
1227,47.57082331,-122.326942,19.3,4,-8.2,22.0,7,1.3000000000000007,-19.7,"Gray to black, fine to medium sand, saturated, loose",Sand,SW,Medium Dense
1227,47.57082331,-122.326942,19.3,5,-13.2,5.0,7,1.3000000000000007,-19.7,"Gray to black, fine to medium sand, saturated, loose",Sand,SW,Loose
1227,47.57082331,-122.326942,19.3,6,-18.2,16.0,7,1.3000000000000007,-19.7,"Gray to black, fine to medium sand, saturated, loose",Sand,SW,Medium Dense
1229,47.57292908,-122.3262483,21.4,1,18.9,8.0,1,21.4,17.9,"Brown, fine grained sand with silt, moist, loose",Fill,Fill,
1229,47.57292908,-122.3262483,21.4,2,16.4,29.0,3,16.4,10.399999999999999,"Dark brown silty sand with gravel and some asphalt, moist, medium dense",Fill,Fill,
1229,47.57292908,-122.3262483,21.4,3,13.899999999999999,9.0,3,16.4,10.399999999999999,"Dark brown silty sand with gravel and some asphalt, moist, medium dense",Fill,Fill,
1229,47.57292908,-122.3262483,21.4,4,8.899999999999999,14.0,4,10.399999999999999,8.399999999999999,"Light gray silt, wet, soft",Silt,ML,Stiff
1229,47.57292908,-122.3262483,21.4,5,6.399999999999999,5.0,5,8.399999999999999,5.399999999999999,"Dark gray fine grained sand with silt, wet, medium dense",Sand,SW,Loose
1229,47.57292908,-122.3262483,21.4,6,-1.1000000000000014,6.0,7,0.6999992399999968,-27.6,"Dark gray, fine grained silty sand, wet, loose",Silty sand,SM,Loose
1229,47.57292908,-122.3262483,21.4,7,-6.100000000000001,12.0,7,0.6999992399999968,-27.6,"Dark gray, fine grained silty sand, wet, loose",Silty sand,SM,Medium Dense
1229,47.57292908,-122.3262483,21.4,8,-11.100000000000001,30.0,7,0.6999992399999968,-27.6,"Dark gray, fine grained silty sand, wet, loose",Silty sand,SM,Dense
1229,47.57292908,-122.3262483,21.4,9,-16.1,50.0,7,0.6999992399999968,-27.6,"Dark gray, fine grained silty sand, wet, loose",Silty sand,SM,Dense
1229,47.57292908,-122.3262483,21.4,10,-21.1,62.0,7,0.6999992399999968,-27.6,"Dark gray, fine grained silty sand, wet, loose",Silty sand,SM,Very Dense
1230,47.57629648,-122.3269349,18.6,1,16.1,28.0,2,16.6,11.600000000000001,"Blue gray, silty gravelly sand with brick fragments, medium dense, moist to wet, with petroleum odor",Fill,Fill,
1230,47.57629648,-122.3269349,18.6,2,11.100000000000001,2.0,3,11.600000000000001,-2.3999999999999986,"Blue gray, silty clay, very soft to soft, wet",Silty clay,CL,Very soft
1230,47.57629648,-122.3269349,18.6,3,6.100000000000001,2.0,3,11.600000000000001,-2.3999999999999986,"Blue gray, silty clay, very soft to soft, wet",Silty clay,CL,Very soft
1230,47.57629648,-122.3269349,18.6,4,1.1000000000000014,2.0,3,11.600000000000001,-2.3999999999999986,"Blue gray, silty clay, very soft to soft, wet",Silty clay,CL,Very soft
1230,47.57629648,-122.3269349,18.6,5,-3.8999999999999986,7.0,4,-2.3999999999999986,-17.4,"Black gray, clean to silty fine to medium sand with silt seams, loose to dense, saturated",Silty sand,SM,Loose
1230,47.57629648,-122.3269349,18.6,6,-8.899999999999999,8.0,4,-2.3999999999999986,-17.4,"Black gray, clean to silty fine to medium sand with silt seams, loose to dense, saturated",Silty sand,SM,Loose
1230,47.57629648,-122.3269349,18.6,8,-18.9,2.0,5,-17.4,-23.4,"Gray clayey silt, soft, wet",Clayey silt,ML,Very soft
1230,47.57629648,-122.3269349,18.6,9,-23.9,4.0,6,-23.4,-40.4,"Gray tan to black, silty sand to sandy silt grading to clean sand with occasional gravel, loose grading to very dense, saturated",Silty sand,SM,Very loose
1230,47.57629648,-122.3269349,18.6,10,-28.9,34.0,6,-23.4,-40.4,"Gray tan to black, silty sand to sandy silt grading to clean sand with occasional gravel, loose grading to very dense, saturated",Silty sand,SM,Dense
1230,47.57629648,-122.3269349,18.6,11,-33.9,80.0,6,-23.4,-40.4,"Gray tan to black, silty sand to sandy silt grading to clean sand with occasional gravel, loose grading to very dense, saturated",Silty sand,SM,Very Dense
1230,47.57629648,-122.3269349,18.6,12,-38.9,57.0,6,-23.4,-40.4,"Gray tan to black, silty sand to sandy silt grading to clean sand with occasional gravel, loose grading to very dense, saturated",Silty sand,SM,Very Dense
